Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Grass, Tree, White Rabbit, Sheep, Cow, Elephant, Fox, Wolf, Coyote, Lion, 
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2.0, 90, 0, 0, 0, 90, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
3.0, 206, 0, 0, 0, 206, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
4.0, 206, 0, 0, 0, 206, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
5.0, 206, 0, 0, 0, 206, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
6.0, 227, 0, 0, 20, 206, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
7.0, 252, 0, 0, 46, 206, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
8.0, 252, 0, 0, 46, 206, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
9.0, 252, 0, 0, 46, 206, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
10.0, 252, 0, 0, 46, 206, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
11.0, 273, 0, 0, 66, 206, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1
12.0, 299, 0, 0, 93, 206, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1
