Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Grass, Tree, White Rabbit, Sheep, Cow, Elephant, Fox, Wolf, Coyote, Lion, 
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2.0, 87, 0, 0, 0, 87, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
3.0, 456, 0, 0, 0, 456, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
4.0, 786, 0, 0, 0, 786, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
5.0, 786, 0, 0, 0, 786, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
6.0, 786, 0, 0, 0, 786, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
7.0, 3769, 0, 2983, 0, 786, 0, 1, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4
8.0, 11854, 0, 11020, 47, 786, 0, 8, 4, 4, 0, 0, 0, 2, 3, 3, 3, 1, 0, 4
9.0, 20284, 0, 19389, 108, 786, 0, 8, 4, 4, 0, 0, 0, 2, 3, 3, 3, 1, 0, 4
10.0, 24126, 0, 23231, 108, 786, 0, 8, 4, 4, 0, 0, 0, 2, 3, 3, 3, 1, 0, 4
11.0, 24126, 0, 23231, 108, 786, 0, 8, 4, 4, 0, 0, 0, 2, 3, 3, 3, 1, 0, 4
12.0, 24126, 0, 23231, 108, 786, 0, 8, 4, 4, 0, 0, 0, 2, 3, 3, 3, 1, 0, 4
13.0, 24126, 0, 23231, 108, 786, 0, 8, 4, 4, 0, 0, 0, 2, 3, 3, 3, 1, 0, 4
14.0, 24126, 0, 23231, 108, 786, 0, 8, 4, 4, 0, 0, 0, 2, 3, 3, 3, 1, 0, 4
15.0, 24126, 0, 23231, 108, 786, 0, 8, 4, 4, 0, 0, 0, 2, 3, 3, 3, 1, 0, 4
16.0, 24126, 0, 23231, 108, 786, 0, 8, 4, 4, 0, 0, 0, 2, 3, 3, 3, 1, 0, 4
17.0, 24126, 0, 23231, 108, 786, 0, 8, 4, 4, 0, 0, 0, 2, 3, 3, 3, 1, 0, 4
18.0, 24126, 0, 23231, 108, 786, 0, 8, 4, 4, 0, 0, 0, 2, 3, 3, 3, 1, 0, 4
19.0, 24126, 0, 23231, 108, 786, 0, 8, 3, 4, 0, 0, 0, 2, 3, 3, 2, 1, 0, 4
20.0, 24124, 0, 23231, 106, 786, 0, 8, 3, 4, 0, 0, 0, 2, 3, 3, 2, 1, 0, 4
21.0, 24124, 0, 23231, 106, 786, 0, 8, 3, 4, 0, 0, 0, 2, 3, 3, 2, 1, 0, 4
22.0, 24123, 0, 23231, 105, 786, 0, 8, 2, 4, 0, 0, 0, 2, 3, 3, 1, 1, 0, 4
23.0, 24102, 0, 23211, 105, 786, 0, 8, 2, 4, 0, 0, 0, 2, 3, 3, 1, 1, 0, 4
24.0, 23748, 0, 22876, 85, 786, 0, 8, 2, 4, 0, 0, 0, 2, 3, 3, 1, 1, 0, 4
25.0, 23286, 0, 22414, 85, 786, 0, 8, 2, 4, 0, 0, 0, 2, 3, 3, 1, 1, 0, 4
26.0, 22823, 0, 21951, 85, 786, 0, 7, 2, 4, 0, 0, 0, 2, 3, 2, 1, 1, 0, 4
27.0, 22383, 0, 21530, 67, 786, 0, 7, 2, 4, 0, 0, 0, 2, 3, 2, 1, 1, 0, 4
28.0, 22057, 0, 21205, 67, 785, 0, 7, 2, 4, 0, 0, 0, 2, 3, 2, 1, 1, 0, 4
29.0, 21726, 0, 20879, 66, 780, 0, 7, 2, 4, 0, 0, 0, 2, 3, 2, 1, 1, 0, 4
30.0, 21397, 0, 20554, 66, 776, 0, 7, 2, 4, 0, 0, 0, 2, 3, 2, 1, 1, 0, 4
31.0, 14730, 0, 13892, 66, 771, 0, 7, 2, 4, 0, 0, 0, 2, 3, 2, 1, 1, 0, 4
32.0, 14402, 0, 13569, 65, 766, 0, 7, 2, 4, 0, 0, 0, 2, 3, 2, 1, 1, 0, 4
33.0, 14074, 0, 13246, 65, 762, 0, 7, 2, 4, 0, 0, 0, 2, 3, 2, 1, 1, 0, 4
34.0, 13739, 0, 12916, 65, 757, 0, 7, 2, 4, 0, 0, 0, 2, 3, 2, 1, 1, 0, 4
35.0, 13409, 0, 12591, 64, 753, 0, 7, 2, 4, 0, 0, 0, 2, 3, 2, 1, 1, 0, 4
36.0, 13079, 0, 12266, 64, 748, 0, 7, 2, 4, 0, 0, 0, 2, 3, 2, 1, 1, 0, 4
37.0, 12750, 0, 11941, 64, 743, 0, 7, 2, 4, 0, 0, 0, 2, 3, 2, 1, 1, 0, 4
38.0, 12440, 0, 11637, 63, 739, 0, 1, 2, 4, 0, 0, 0, 0, 0, 1, 1, 1, 0, 4
39.0, 12315, 0, 11517, 63, 734, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4
40.0, 12310, 0, 11517, 63, 729, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4
41.0, 12305, 0, 11517, 63, 725, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4
