Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Alien Plant, Alien Herb, Alien Pred, Alien Apex, Blue rabbit2, Fox, Red fox, 
1.0, 0, 0, 0, 0, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
2.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
3.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
4.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
5.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
6.1, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
7.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
8.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
9.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
10.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
11.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
12.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
13.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
14.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
15.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
16.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
17.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
18.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
19.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
20.0, 998, 0, 754, 243, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
21.0, 996, 0, 754, 241, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
22.0, 992, 0, 754, 238, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
23.0, 988, 0, 754, 234, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
24.0, 985, 0, 754, 230, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
25.0, 981, 0, 754, 226, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
26.0, 977, 0, 754, 223, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
27.0, 974, 0, 754, 219, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
28.0, 970, 0, 754, 215, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
29.0, 966, 0, 754, 212, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
30.0, 963, 0, 754, 208, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
31.0, 959, 0, 754, 204, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
32.0, 955, 0, 754, 200, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
33.0, 951, 0, 754, 197, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
34.0, 947, 0, 754, 193, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
35.0, 944, 0, 754, 189, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
36.0, 940, 0, 754, 186, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
37.0, 937, 0, 754, 182, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
38.0, 933, 0, 754, 178, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
39.0, 929, 0, 754, 174, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
40.0, 925, 0, 754, 171, 0, 0, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6
41.0, 943, 0, 773, 170, 0, 0, 52, 0, 0, 0, 0, 0, 0, 52, 0, 0
42.0, 943, 0, 773, 170, 0, 0, 52, 0, 0, 0, 0, 0, 0, 52, 0, 0
43.0, 971, 0, 800, 170, 0, 0, 55, 0, 0, 0, 0, 0, 0, 55, 0, 0
44.0, 989, 0, 818, 170, 0, 0, 57, 0, 0, 0, 0, 0, 0, 57, 0, 0
45.0, 989, 0, 818, 170, 0, 0, 57, 0, 0, 0, 0, 0, 0, 57, 0, 0
46.0, 826, 0, 826, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 58, 0, 0
47.0, 853, 0, 853, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 61, 0, 0
48.0, 853, 0, 853, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 61, 0, 0
49.0, 862, 0, 862, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 62, 0, 0
50.0, 915, 0, 915, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 68, 0, 0
51.0, 932, 0, 932, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 70, 0, 0
52.0, 941, 0, 941, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 71, 0, 0
53.0, 959, 0, 959, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 73, 0, 0
54.0, 985, 0, 985, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 73, 0, 0
55.0, 1025, 0, 1025, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 77, 0, 0
56.0, 1095, 0, 1095, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 83, 0, 0
57.0, 1128, 0, 1128, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 86, 0, 0
58.1, 1128, 0, 1128, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 86, 0, 0
59.1, 1183, 0, 1183, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 90, 0, 0
60.0, 1246, 0, 1246, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 96, 0, 0
61.0, 1261, 0, 1261, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 97, 0, 0
62.0, 1301, 0, 1301, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 98, 0, 0
63.0, 1319, 0, 1319, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 98, 0, 0
64.0, 1350, 0, 1350, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101, 0, 0
65.0, 1387, 0, 1387, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101, 0, 0
66.0, 1426, 0, 1426, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 104, 0, 0
67.0, 1454, 0, 1454, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 105, 0, 0
