Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Grass, Tree, Alien Plant, Alien Herb, Alien Pred, Alien Apex, Sheep, 
1.0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
2.0, 396, 0, 396, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
3.0, 396, 0, 396, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
4.0, 396, 0, 396, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
5.0, 396, 0, 396, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
6.0, 396, 0, 396, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
7.0, 396, 0, 396, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
8.0, 396, 0, 396, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
9.0, 396, 0, 396, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
10.0, 396, 0, 396, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
