Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Grass, Tree, Alien Plant, Alien Herb, Alien Pred, Alien Apex, White Rabbit, Red rabbit, Blue rabbit, Yellow rabbit, Green rabbit, Red grass, Blue grass, Yellow grass, Green grass, 
1.0, 0, 0, 0, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
2.0, 180, 104, 76, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
3.1, 198, 121, 76, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
4.1, 201, 124, 76, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
5.1, 202, 126, 76, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
6.1, 204, 127, 76, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
7.1, 206, 130, 76, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
8.0, 208, 132, 76, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
9.3, 210, 134, 76, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
10.2, 212, 136, 76, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
11.0, 213, 137, 76, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
12.1, 214, 138, 76, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
13.1, 215, 139, 76, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
14.1, 216, 139, 76, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
15.0, 217, 140, 76, 0, 0, 53, 15, 0, 0, 29, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
16.1, 217, 141, 76, 0, 0, 50, 15, 0, 0, 27, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 20, 1, 1, 1
17.1, 217, 141, 76, 0, 0, 49, 15, 0, 0, 26, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 20, 1, 1, 1
18.1, 218, 142, 75, 0, 0, 46, 15, 0, 0, 23, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 20, 1, 1, 1
19.1, 218, 142, 76, 0, 0, 43, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 19, 1, 1, 1
20.0, 218, 141, 76, 0, 0, 43, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 19, 1, 1, 1
21.0, 215, 139, 76, 0, 0, 43, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 19, 1, 1, 1
22.0, 212, 136, 76, 0, 0, 43, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 19, 1, 1, 1
23.2, 212, 136, 76, 0, 0, 43, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 19, 1, 1, 1
24.0, 207, 131, 76, 0, 0, 43, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 19, 1, 1, 1
25.1, 207, 131, 76, 0, 0, 42, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 18, 1, 1, 1
26.0, 208, 132, 76, 0, 0, 42, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 18, 1, 1, 1
27.0, 209, 133, 76, 0, 0, 42, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 18, 1, 1, 1
28.0, 209, 133, 76, 0, 0, 41, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 17, 1, 1, 1
29.0, 210, 134, 76, 0, 0, 41, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 17, 1, 1, 1
30.0, 211, 134, 76, 0, 0, 41, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 17, 1, 1, 1
31.1, 209, 133, 76, 0, 0, 41, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 17, 1, 1, 1
32.0, 209, 133, 76, 0, 0, 41, 15, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 17, 1, 1, 1
