Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Grass, Tree, Alien Plant, Alien Herb, Alien Pred, Alien Apex, White Rabbit, Red rabbit, Blue rabbit, Yellow rabbit, Green rabbit, Red grass, Blue grass, Yellow grass, Green grass, 
1.0, 0, 0, 0, 0, 0, 54, 15, 0, 0, 30, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
2.0, 189, 113, 75, 0, 0, 53, 15, 0, 0, 29, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
3.0, 198, 123, 75, 0, 0, 53, 15, 0, 0, 29, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
4.0, 201, 125, 75, 0, 0, 53, 15, 0, 0, 29, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
5.0, 202, 127, 75, 0, 0, 53, 15, 0, 0, 29, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 21, 1, 1, 1
6.0, 204, 129, 75, 0, 0, 52, 15, 0, 0, 29, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 20, 1, 1, 1
7.0, 206, 131, 75, 0, 0, 52, 15, 0, 0, 29, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 20, 1, 1, 1
8.0, 206, 130, 75, 0, 0, 52, 15, 0, 0, 29, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 20, 1, 1, 1
9.0, 207, 131, 75, 0, 0, 52, 15, 0, 0, 29, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 20, 1, 1, 1
10.0, 208, 133, 75, 0, 0, 51, 15, 0, 0, 28, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 20, 1, 1, 1
11.0, 208, 132, 75, 0, 0, 50, 15, 0, 0, 27, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 20, 1, 1, 1
12.0, 209, 133, 75, 0, 0, 50, 15, 0, 0, 27, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 20, 1, 1, 1
