Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Alien Plant, Alien Herb, Alien Pred, Alien Apex, White Rabbit, Fox, Red fox, Grass, 
1.0, 0, 0, 0, 0, 0, 151, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 151
2.0, 826, 335, 253, 237, 0, 149, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 149
3.0, 829, 338, 253, 237, 0, 149, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 149
4.0, 835, 345, 253, 237, 0, 149, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 149
5.0, 841, 350, 253, 237, 0, 149, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 149
6.0, 846, 356, 253, 237, 0, 149, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 149
7.0, 850, 359, 253, 237, 0, 149, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 149
8.0, 853, 363, 253, 237, 0, 149, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 149
9.0, 859, 368, 253, 237, 0, 149, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 149
10.0, 863, 373, 253, 237, 0, 149, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 149
11.0, 870, 380, 253, 237, 0, 149, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 149
12.0, 875, 384, 253, 237, 0, 148, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 148
13.0, 880, 390, 253, 237, 0, 148, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 148
14.0, 886, 395, 253, 237, 0, 148, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 148
15.0, 892, 401, 253, 237, 0, 148, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 148
16.0, 897, 406, 252, 237, 0, 148, 50, 12, 0, 0, 0, 0, 0, 50, 6, 6, 148
17.0, 898, 412, 247, 237, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
18.0, 896, 415, 242, 237, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
19.0, 897, 421, 237, 237, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
20.0, 898, 427, 233, 237, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
21.0, 899, 433, 228, 237, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
22.0, 890, 437, 218, 234, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
23.0, 889, 444, 213, 230, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
24.0, 886, 449, 209, 227, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
25.0, 883, 455, 204, 224, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
26.0, 880, 459, 199, 221, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
27.0, 879, 466, 194, 217, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
28.0, 875, 471, 189, 214, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
29.0, 873, 477, 184, 211, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
30.0, 870, 482, 179, 208, 0, 148, 49, 12, 0, 0, 0, 0, 0, 49, 6, 6, 148
31.0, 868, 488, 175, 204, 0, 148, 1, 12, 0, 0, 0, 0, 0, 1, 6, 6, 148
32.0, 870, 493, 175, 201, 0, 148, 1, 12, 0, 0, 0, 0, 0, 1, 6, 6, 148
33.0, 872, 498, 175, 198, 0, 148, 1, 12, 0, 0, 0, 0, 0, 1, 6, 6, 148
34.0, 875, 505, 175, 194, 0, 148, 1, 12, 0, 0, 0, 0, 0, 1, 6, 6, 148
35.0, 877, 511, 175, 191, 0, 148, 1, 12, 0, 0, 0, 0, 0, 1, 6, 6, 148
36.0, 708, 515, 4, 188, 0, 148, 1, 12, 0, 0, 0, 0, 0, 1, 6, 6, 148
37.0, 710, 521, 4, 185, 0, 148, 1, 12, 0, 0, 0, 0, 0, 1, 6, 6, 148
38.0, 713, 527, 4, 181, 0, 148, 1, 12, 0, 0, 0, 0, 0, 1, 6, 6, 148
39.0, 715, 532, 3, 178, 0, 148, 1, 12, 0, 0, 0, 0, 0, 1, 6, 6, 148
40.0, 717, 538, 3, 174, 0, 148, 1, 12, 0, 0, 0, 0, 0, 1, 6, 6, 148
41.0, 719, 543, 3, 171, 0, 148, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 148
42.0, 724, 549, 3, 171, 0, 148, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 148
43.0, 730, 555, 3, 171, 0, 148, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 148
