Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Grass, Tree, Alien Plant, Alien Herb, Alien Pred, Alien Apex, White Rabbit, 
1.0, 0, 0, 0, 0, 0, 30, 5, 0, 0, 30, 0, 0, 0, 0, 0, 5
2.0, 92, 66, 25, 0, 0, 29, 5, 0, 0, 29, 0, 0, 0, 0, 0, 5
3.0, 92, 67, 25, 0, 0, 29, 5, 0, 0, 29, 0, 0, 0, 0, 0, 5
4.0, 94, 68, 25, 0, 0, 29, 5, 0, 0, 29, 0, 0, 0, 0, 0, 5
5.0, 95, 69, 25, 0, 0, 29, 5, 0, 0, 29, 0, 0, 0, 0, 0, 5
6.0, 96, 70, 25, 0, 0, 29, 5, 0, 0, 29, 0, 0, 0, 0, 0, 5
7.0, 94, 69, 25, 0, 0, 28, 5, 0, 0, 28, 0, 0, 0, 0, 0, 5
8.0, 95, 70, 25, 0, 0, 28, 5, 0, 0, 28, 0, 0, 0, 0, 0, 5
9.0, 96, 71, 25, 0, 0, 28, 5, 0, 0, 28, 0, 0, 0, 0, 0, 5
10.0, 97, 71, 25, 0, 0, 28, 5, 0, 0, 28, 0, 0, 0, 0, 0, 5
11.0, 97, 72, 25, 0, 0, 28, 5, 0, 0, 28, 0, 0, 0, 0, 0, 5
12.0, 97, 72, 25, 0, 0, 28, 5, 0, 0, 28, 0, 0, 0, 0, 0, 5
13.0, 97, 72, 25, 0, 0, 28, 5, 0, 0, 28, 0, 0, 0, 0, 0, 5
14.0, 98, 73, 25, 0, 0, 27, 5, 0, 0, 27, 0, 0, 0, 0, 0, 5
15.0, 99, 73, 25, 0, 0, 25, 5, 0, 0, 25, 0, 0, 0, 0, 0, 5
16.0, 99, 74, 25, 0, 0, 25, 5, 0, 0, 25, 0, 0, 0, 0, 0, 5
17.0, 100, 75, 25, 0, 0, 25, 5, 0, 0, 25, 0, 0, 0, 0, 0, 5
18.0, 100, 75, 25, 0, 0, 25, 5, 0, 0, 25, 0, 0, 0, 0, 0, 5
19.0, 101, 76, 25, 0, 0, 25, 5, 0, 0, 25, 0, 0, 0, 0, 0, 5
20.0, 100, 74, 25, 0, 0, 25, 5, 0, 0, 25, 0, 0, 0, 0, 0, 5
21.0, 97, 72, 25, 0, 0, 25, 5, 0, 0, 25, 0, 0, 0, 0, 0, 5
22.0, 98, 73, 25, 0, 0, 25, 5, 0, 0, 25, 0, 0, 0, 0, 0, 5
23.0, 98, 73, 25, 0, 0, 25, 5, 0, 0, 25, 0, 0, 0, 0, 0, 5
24.0, 99, 74, 25, 0, 0, 25, 5, 0, 0, 25, 0, 0, 0, 0, 0, 5
25.0, 100, 74, 25, 0, 0, 25, 5, 0, 0, 25, 0, 0, 0, 0, 0, 5
26.0, 101, 76, 25, 0, 0, 25, 5, 0, 0, 25, 0, 0, 0, 0, 0, 5
27.0, 101, 76, 25, 0, 0, 24, 5, 0, 0, 24, 0, 0, 0, 0, 0, 5
28.0, 102, 77, 25, 0, 0, 24, 5, 0, 0, 24, 0, 0, 0, 0, 0, 5
