Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
0, -87, 0, 38, 25.0, 4-1, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -78, 0, -36, 25.0, 4-2, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 46, 0, -3, 25.0, 4-3, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -31, 0, -67, 25.0, 4-4, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 0, 0, -55, 25.0, 4-5, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 23, 0, -62, 25.0, 4-6, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 28, 0, -4, 25.0, 4-7, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -80, 0, -98, 25.0, 4-8, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -51, 0, 58, 25.0, 4-9, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 59, 0, -80, 25.0, 4-10, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 46, 0, 25, 25.0, 4-11, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -29, 0, -113, 25.0, 4-12, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -42, 0, -18, 25.0, 4-13, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -23, 0, -21, 25.0, 4-14, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -93, 0, -26, 25.0, 4-15, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 3, 0, -111, 25.0, 4-16, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -59, 0, -33, 25.0, 4-17, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -67, 0, -115, 25.0, 4-18, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 34, 0, 41, 25.0, 4-19, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 12, 0, -89, 25.0, 4-20, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -68, 0, 3, 25.0, 4-21, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 17, 0, -29, 25.0, 4-22, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 50, 0, -32, 25.0, 4-23, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -64, 0, 9, 25.0, 4-24, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -104, 0, -86, 25.0, 4-25, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -97, 0, 10, 25.0, 4-26, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 5, 0, -22, 25.0, 4-27, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 4, 0, -95, 25.0, 4-28, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -58, 0, 6, 25.0, 4-29, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 11, 0, -45, 25.0, 4-30, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 19, 0, -37, 25.0, 4-31, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -113, 0, -11, 25.0, 4-32, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -66, 0, -38, 25.0, 4-33, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -92, 0, -59, 25.0, 4-34, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 29, 0, -110, 25.0, 4-35, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 44, 0, -30, 25.0, 4-36, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 18, 0, -40, 25.0, 4-37, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 62, 0, -27, 25.0, 4-38, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 32, 0, -48, 25.0, 4-39, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -48, 0, -15, 25.0, 4-40, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -5, 0, -59, 25.0, 4-41, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -73, 0, -3, 25.0, 4-42, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 24, 0, -65, 25.0, 4-43, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -95, 0, 27, 25.0, 4-44, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 20, 0, -48, 25.0, 4-45, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -14, 0, 43, 25.0, 4-46, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -46, 0, -123, 25.0, 4-47, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 47, 0, 9, 25.0, 4-48, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 28, 0, 16, 25.0, 4-49, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 16, 0, 25, 25.0, 4-50, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -22, 0, -32, 25.0, 5-51, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -19, 0, -39, 25.0, 5-52, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -15, 0, -37, 25.0, 5-53, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -19, 0, -37, 25.0, 5-54, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
