Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Grass, Tree, Alien Plant, Alien Herb, Alien Pred, Alien Apex, Sheep, Bush, 
1.0, 0, 0, 0, 0, 0, 30, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
2.0, 532, 132, 399, 0, 0, 30, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
3.0, 533, 134, 399, 0, 0, 30, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
4.0, 536, 137, 399, 0, 0, 30, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
5.0, 534, 134, 399, 0, 0, 29, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
6.0, 536, 136, 399, 0, 0, 29, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
7.0, 539, 139, 399, 0, 0, 29, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
8.0, 540, 141, 399, 0, 0, 29, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
9.0, 543, 143, 399, 0, 0, 28, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
10.0, 541, 141, 399, 0, 0, 28, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
11.0, 541, 141, 399, 0, 0, 27, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
12.0, 539, 139, 399, 0, 0, 27, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
13.0, 540, 141, 399, 0, 0, 27, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
14.0, 539, 139, 399, 0, 0, 26, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
15.0, 540, 140, 399, 0, 0, 28, 5, 0, 0, 2, 0, 0, 0, 0, 0, 5, 26
16.0, 547, 147, 399, 0, 0, 28, 5, 0, 0, 2, 0, 0, 0, 0, 0, 5, 26
17.0, 547, 148, 399, 0, 0, 28, 5, 0, 0, 2, 0, 0, 0, 0, 0, 5, 26
18.0, 549, 149, 399, 0, 0, 27, 5, 0, 0, 2, 0, 0, 0, 0, 0, 5, 25
19.0, 547, 147, 399, 0, 0, 26, 5, 0, 0, 2, 0, 0, 0, 0, 0, 5, 24
20.0, 544, 144, 399, 0, 0, 25, 5, 0, 0, 2, 0, 0, 0, 0, 0, 5, 23
21.0, 542, 142, 399, 0, 0, 25, 5, 0, 0, 2, 0, 0, 0, 0, 0, 5, 23
22.0, 540, 140, 399, 0, 0, 24, 5, 0, 0, 2, 0, 0, 0, 0, 0, 5, 22
23.0, 540, 140, 399, 0, 0, 24, 5, 0, 0, 2, 0, 0, 0, 0, 0, 5, 22
24.0, 540, 140, 399, 0, 0, 24, 5, 0, 0, 2, 0, 0, 0, 0, 0, 5, 22
25.0, 540, 140, 399, 0, 0, 30, 5, 0, 0, 8, 0, 0, 0, 0, 0, 5, 22
26.0, 554, 154, 399, 0, 0, 32, 5, 0, 0, 10, 0, 0, 0, 0, 0, 5, 22
27.0, 555, 155, 399, 0, 0, 31, 5, 0, 0, 10, 0, 0, 0, 0, 0, 5, 21
28.0, 552, 153, 399, 0, 0, 30, 5, 0, 0, 10, 0, 0, 0, 0, 0, 5, 20
29.0, 554, 155, 399, 0, 0, 29, 5, 0, 0, 10, 0, 0, 0, 0, 0, 5, 19
30.0, 553, 153, 399, 0, 0, 29, 5, 0, 0, 10, 0, 0, 0, 0, 0, 5, 19
31.0, 551, 152, 399, 0, 0, 28, 5, 0, 0, 10, 0, 0, 0, 0, 0, 5, 18
32.0, 550, 150, 399, 0, 0, 28, 5, 0, 0, 10, 0, 0, 0, 0, 0, 5, 18
